date,pm25,pm10,co,no2,so2,latitude,longitude,AQI_reference,AQI,dominant_pollutant
2024-03-21,64.78333333333333,171.46666666666667,0.660125,27.09166666666667,24.825,28.6139,77.209,151.91666666666666,147.82013422818792,pm10
2024-03-22,64.6375,128.65416666666667,0.816875,35.78333333333333,31.462500000000002,28.6139,77.209,159.58333333333334,119.37424496644296,pm10
2024-03-23,51.65833333333333,149.72916666666666,0.6083333333333333,27.116666666666664,19.104166666666668,28.6139,77.209,153.83333333333334,133.37709731543623,pm10
2024-03-24,53.23333333333333,140.85833333333332,0.7009583333333333,31.604166666666668,22.3625,28.6139,77.209,142.54166666666666,127.48305369127516,pm10
2024-03-25,42.68333333333334,121.17916666666666,0.5730000000000001,24.7,18.533333333333335,28.6139,77.209,130.91666666666666,114.40763422818792,pm10
2024-03-26,43.666666666666664,111.27083333333333,0.522875,24.058333333333334,18.479166666666668,28.6139,77.209,117.125,107.82424496644295,pm10
2024-03-27,53.84583333333333,142.89166666666668,0.710125,36.25833333333333,29.02916666666667,28.6139,77.209,136.54166666666666,128.83406040268457,pm10
2024-03-28,49.5,124.8625,0.5322916666666667,27.020833333333332,24.037499999999998,28.6139,77.209,141.41666666666666,116.85494966442953,pm10
2024-03-29,57.14166666666667,139.01666666666668,0.632875,33.44583333333333,28.145833333333332,28.6139,77.209,147.79166666666666,126.25939597315437,pm10
2024-03-30,48.21666666666667,132.9125,0.5115833333333334,22.925,20.833333333333332,28.6139,77.209,148.5,122.20360738255033,pm10
2024-03-31,40.94166666666667,121.39999999999999,0.48208333333333336,23.84166666666667,16.883333333333333,28.6139,77.209,121.54166666666667,114.55436241610738,pm10
